name,date,m,n,d,solution_id,algorithm,objectiveValue,objectiveFunction,job,operation,machine,processing_time,starttime,endtime,microruns,timeSeconds,memoryBytes,metadata,status
testsTwoJobs/m10n_i14.txt,2023-10-18T18:07:07.05,10,2,0,14309456970384742335,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,6,9,5,34,39,210,0.023005,7366274,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i14.txt,2023-10-18T18:07:07.05,10,2,0,14309456970384742335,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,7,6,1,39,40,210,0.023005,7366274,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i14.txt,2023-10-18T18:07:07.05,10,2,0,14309456970384742335,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,8,3,10,40,50,210,0.023005,7366274,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i14.txt,2023-10-18T18:07:07.05,10,2,0,14309456970384742335,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,9,10,4,50,54,210,0.023005,7366274,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i14.txt,2023-10-18T18:07:07.05,10,2,0,14309456970384742335,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,10,5,2,54,56,210,0.023005,7366274,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i14.txt,2023-10-18T18:07:07.05,10,2,0,14309456970384742335,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,11,7,3,56,59,210,0.023005,7366274,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i14.txt,2023-10-18T18:07:07.05,10,2,0,14309456970384742335,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,12,8,6,63,69,210,0.023005,7366274,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i14.txt,2023-10-18T18:07:07.05,10,2,0,14309456970384742335,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,13,8,7,78,85,210,0.023005,7366274,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i14.txt,2023-10-18T18:07:07.05,10,2,0,14309456970384742335,Branch and Bound - 1|R_j|Lmax,91,Cmax_function,2,14,9,6,85,91,210,0.023005,7366274,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,1,10,10,0,10,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,2,7,4,10,14,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,3,5,3,14,17,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,4,10,4,17,21,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,5,2,9,21,30,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,6,9,3,30,33,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,7,7,9,33,42,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,8,3,9,47,56,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,9,3,2,56,58,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,10,6,2,58,60,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,11,9,3,60,63,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,12,2,9,63,72,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,13,4,9,72,81,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,14,9,7,81,88,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,15,1,7,91,98,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,16,2,3,98,101,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,17,8,10,101,111,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,1,18,4,4,111,115,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,1,8,2,0,2,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,2,3,8,2,10,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,3,4,4,10,14,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,4,3,5,14,19,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,5,9,9,19,28,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,6,5,6,28,34,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,7,6,7,34,41,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,8,3,6,41,47,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,9,2,9,47,56,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,10,7,9,56,65,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,11,3,3,65,68,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,12,2,2,72,74,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,13,2,9,74,83,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,14,1,8,83,91,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,15,8,8,91,99,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,16,4,10,99,109,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,17,9,6,109,115,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i18.txt,2023-10-18T18:07:07.57,10,2,0,2932149612807387463,Branch and Bound - 1|R_j|Lmax,119,Cmax_function,2,18,2,4,115,119,48,0.0184816,8617744,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,1,4,3,4,7,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,2,1,8,17,25,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,3,9,3,25,28,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,4,4,5,28,33,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,5,5,5,33,38,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,6,4,5,38,43,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,7,4,3,43,46,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,8,2,5,46,51,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,9,1,3,51,54,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,10,8,6,54,60,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,11,6,1,60,61,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,12,2,7,61,68,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,13,4,9,68,77,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,14,5,10,78,88,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,15,5,9,88,97,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,16,5,3,97,100,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,17,6,2,100,102,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,18,6,2,102,104,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,19,8,2,104,106,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,20,4,6,106,112,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,21,5,3,112,115,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,1,22,5,2,115,117,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,2,1,4,4,0,4,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,2,2,7,8,4,12,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,2,3,1,5,12,17,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,2,4,6,6,17,23,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,2,5,1,6,25,31,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,2,6,7,9,31,40,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,2,7,1,10,40,50,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,2,8,7,2,50,52,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,2,9,4,7,52,59,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,2,10,1,4,59,63,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,2,11,5,2,63,65,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,2,12,9,1,65,66,574,0.1459151,44713416,"Dict{String, Any}()",OK
testsTwoJobs/m10n_i22.txt,2023-10-18T18:07:07.716,10,2,0,5647897407512098033,Branch and Bound - 1|R_j|Lmax,123,Cmax_function,2,13,3,2,66,68,574,0.1459151,44713416,"Dict{String, Any}()",OK
